Epoch,TotalEnvInteracts,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,Ep_lens_mean,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,AverageEpLen,AverageTestEpLen,Lr_a,Lr_c,Lr_alpha,Lr_labda,AverageAlpha,AverageLambda,AverageLossPi,AverageErrorL,AverageLossAlpha,AverageLossLambda,AverageLVals,StdLVals,MaxLVals,MinLVals,AverageLogPi,StdLogPi,MaxLogPi,MinLogPi,AverageEntropy,Time
1,2048,215.68855,72.74271,535.3096,142.51039,23.776470588235295,358.37674,77.680595,529.41376,242.65974,23.77647,44.2,0.00010000000000000000479,0.00029999999999999997372,0.00010000000000000000479,0.00029999999999999997372,1.9162886,0.99063206,-0.43706214,122.57854,6.711711,-0.026496394,16.986385,14.667139,135.40317,0.14327961,-0.49951065,0.60357666,4.5281854,-8.454881,0.4995107,10.576141834259033
2,4096,449.9247,212.98781,970.2708,229.6279,37.425925925925924,338.18454,270.193,945.114,54.49468,87.86957,250.0,9.9665552173913046e-05,0.00029899665585284279247,9.9665552173913046e-05,0.00029899665585284279247,1.7151728,0.9812793,-0.46159348,30.028488,5.118712,-0.001313836,36.766624,25.346567,187.94266,4.576164,0.018967342,1.0112951,4.6395564,-8.484573,-0.018967355,35.26270031929016
3,6144,361.4164,154.89958,679.79236,187.36678,50.96666666666667,99.803,22.11825,124.196266,49.16426,172.83333,250.0,9.9331104347826087205e-05,0.0002979933117056855779,9.9331104347826087205e-05,0.0002979933117056855779,1.4832046,0.75037116,-0.64526093,30.712835,4.355318,-0.31866586,45.636883,30.229633,208.89873,8.916278,0.06368962,1.0031224,3.2648485,-10.55508,-0.06368962,67.13449501991272
4,8192,231.94064,103.77225,400.0836,129.00023,63.031007751937985,168.82217,97.50084,388.68842,64.42038,223.88889,236.5,9.8996656521739139516e-05,0.00029698996755852839665,9.8996656521739139516e-05,0.00029698996755852839665,1.27863,0.46929064,-0.80619216,30.778755,3.8561437,-1.3112532,43.78034,32.766388,220.7697,7.962735,-0.017632158,0.94789726,3.493775,-9.072095,0.01763216,99.98412132263184
5,10240,317.58292,193.88062,682.93365,107.83574,73.29710144927536,179.03477,104.98978,446.17685,84.37737,220.44444,250.0,9.866220869565218072e-05,0.0002959866234113712154,9.866220869565218072e-05,0.0002959866234113712154,1.0994642,0.297901,-0.6198874,26.543255,3.510091,-1.6347967,40.588757,32.549152,228.4784,6.660766,-0.19424035,0.85129035,3.3022344,-7.8578587,0.19424035,128.9388403892517
6,12288,373.194,136.02036,613.4517,248.01427,82.4391891891892,207.4366,115.19088,477.4778,101.11885,208.6,250.0,9.832776086956522193e-05,0.00029498327926421403415,9.832776086956522193e-05,0.00029498327926421403415,0.9455819,0.20636612,-0.49454787,25.730951,3.128188,-1.5298889,40.188,32.765133,241.91519,7.655555,-0.3091373,0.7672266,2.7176402,-8.053647,0.3091373,162.918386220932
7,14336,466.65643,178.80122,814.1149,252.92555,89.41509433962264,231.53633,124.86161,551.5075,83.086975,183.27272,232.1,9.7993313043478263135e-05,0.00029397993511705681958,9.7993313043478263135e-05,0.00029397993511705681958,0.81480056,0.1500018,-0.41091585,26.65904,2.7539377,-1.2668399,43.119392,32.936226,219.56369,9.576781,-0.38030925,0.7005883,3.0720878,-8.867842,0.38030925,198.43092918395996
8,16384,411.67896,160.98833,659.8251,183.47931,95.21637426900585,352.1986,184.58931,705.5743,155.95816,172.08333,227.6,9.765886521739130434e-05,0.00029297659096989963833,9.765886521739130434e-05,0.00029297659096989963833,0.7030781,0.11484079,-0.35296,29.99437,2.4053178,-1.085012,47.351418,33.75246,251.85617,13.268923,-0.42100823,0.65951794,2.428003,-8.4575615,0.4210082,230.8743896484375
9,18432,526.58405,281.42178,1046.1077,147.28139,100.15760869565217,230.0688,68.7911,393.3603,147.82745,165.15384,227.9,9.732441739130435665e-05,0.00029197324682274245705,9.732441739130435665e-05,0.00029197324682274245705,0.6075315,0.08787735,-0.31377596,32.252552,2.0956926,-1.1312106,52.96795,34.566124,253.2673,16.499208,-0.4495927,0.6277552,2.2793198,-7.6354036,0.44959265,261.82336616516113
10,20480,523.73267,241.65092,898.2299,170.19041,105.47938144329896,282.99542,110.90873,472.9194,104.17658,203.4,216.2,9.698996956521739786e-05,0.0002909699026755852425,9.698996956521739786e-05,0.0002909699026755852425,0.5252031,0.06887873,-0.27533072,33.0309,1.8244851,-1.0291011,58.37626,34.465496,260.12726,22.664366,-0.4737547,0.5987946,2.116617,-7.178039,0.47375464,296.7988622188568
11,22528,455.31552,201.48587,839.982,142.73018,107.92788461538461,313.46027,105.54991,464.9479,137.31483,141.85715,232.7,9.6655521739130439065e-05,0.00028996655852842806125,9.6655521739130439065e-05,0.00028996655852842806125,0.45447642,0.05487861,-0.2439104,37.190323,1.5831871,-1.2897048,65.35122,35.735317,290.83777,25.083475,-0.4834051,0.5886406,1.9635789,-10.31854,0.4834051,330.3354868888855
12,24576,480.2536,205.97557,958.78705,215.65706,112.72935779816514,391.8086,139.18895,693.78046,232.17836,212.6,221.6,9.632107391304348027e-05,0.00028896321438127087998,9.632107391304348027e-05,0.00028896321438127087998,0.39341632,0.04317233,-0.21553993,37.732433,1.376704,-1.4034162,70.980515,35.091362,290.37204,32.054466,-0.4991571,0.5655594,1.9312568,-7.04711,0.49915704,361.316513299942
13,26624,350.5266,170.74246,761.6537,203.63007,112.82127659574468,370.79312,107.666046,534.0501,157.76494,114.0,216.3,9.598662608695652148e-05,0.00028795987023411369873,9.598662608695652148e-05,0.00028795987023411369873,0.34077308,0.03477348,-0.1881053,39.06774,1.1974397,-1.268983,76.67674,34.63452,293.9448,35.45976,-0.5136423,0.5433489,2.712964,-7.475507,0.5136423,395.49739241600037
14,28672,339.90488,137.35172,720.52997,149.51584,111.83984375,315.25018,109.35084,525.3805,177.10115,100.85714,166.0,9.565217826086957379e-05,0.00028695652608695648418,9.565217826086957379e-05,0.00028695652608695648418,0.29526857,0.028688643,-0.16690432,40.688026,1.0411011,-1.46662,82.99729,34.021675,306.36765,40.983418,-0.5256221,0.5291137,3.343358,-6.226374,0.52562207,420.8408682346344
15,30720,336.63962,175.41623,895.1332,156.96394,109.50714285714285,267.84375,62.393158,416.3443,206.55246,84.625,176.1,9.5317730434782614995e-05,0.0002859531819397993029,9.5317730434782614995e-05,0.0002859531819397993029,0.25602078,0.023088997,-0.14730774,40.158516,0.9053468,-1.6470928,89.5001,32.83112,313.42603,47.59074,-0.5361245,0.51008594,4.3358727,-7.4538918,0.53612447,443.0485496520996
16,32768,329.5363,144.14946,711.7351,167.12645,108.74086378737542,253.84846,67.650764,357.21475,170.13248,98.52381,125.1,9.49832826086956562e-05,0.00028494983779264212166,9.49832826086956562e-05,0.00028494983779264212166,0.22204676,0.018678326,-0.13010691,40.257637,0.787421,-1.9041733,96.22481,32.009624,319.38867,53.34197,-0.54609036,0.49668816,4.038335,-6.354852,0.54609036,464.1975724697113
17,34816,261.39325,105.22296,525.0314,147.147,104.65963855421687,219.70406,56.909706,352.95294,159.58113,65.03226,79.5,9.464883478260869741e-05,0.0002839464936454849404,9.464883478260869741e-05,0.0002839464936454849404,0.19268614,0.014743992,-0.11718548,40.11216,0.68713963,-2.328635,102.19013,30.219816,330.91367,54.268723,-0.56612074,0.47115126,4.69132,-7.0853977,0.5661208,486.1735019683838
18,36864,226.73257,85.80511,642.5965,139.12871,98.99193548387096,231.43726,50.266754,316.42795,138.1799,51.95,64.1,9.4314386956521738615e-05,0.00028294314949832772584,9.4314386956521738615e-05,0.00028294314949832772584,0.16723168,0.011762624,-0.10330265,35.945457,0.59954417,-2.0733435,108.40219,28.200468,325.68546,66.702415,-0.5849375,0.4371737,2.4516487,-8.324984,0.5849376,507.0596237182617
19,38912,218.36378,53.46347,360.76126,136.65677,92.39192399049881,223.24008,50.74492,323.2379,160.37245,42.285713,72.2,9.3979939130434790925e-05,0.0002819398053511705446,9.3979939130434790925e-05,0.0002819398053511705446,0.14524998,0.009636557,-0.090724505,33.69534,0.5223653,-2.0089107,114.84072,26.080393,320.79553,75.480255,-0.5961267,0.41309574,1.9352117,-7.0388937,0.5961267,529.9605431556702
20,40960,209.07863,60.803825,408.17282,151.22954,87.01914893617021,196.37923,35.052883,262.9444,150.19653,40.857143,48.2,9.364549130434783213e-05,0.00028093646120401336334,9.364549130434783213e-05,0.00028093646120401336334,0.1262004,0.0079003945,-0.080349416,32.05034,0.4555097,-2.1405947,121.293655,24.278347,293.7968,82.06007,-0.6092192,0.38746628,1.4883957,-5.7538323,0.6092192,548.6925175189972
21,43008,201.70515,49.83078,388.72876,142.72456,80.08752327746741,197.10512,29.424976,247.86401,158.6614,31.462687,52.6,9.331104347826087334e-05,0.00027993311705685614876,9.331104347826087334e-05,0.00027993311705685614876,0.109718196,0.006449446,-0.07087194,30.586918,0.39730605,-2.157751,127.61487,22.609396,279.91895,90.055565,-0.62097406,0.35827088,1.2420611,-7.4380093,0.6209743,571.3152668476105
22,45056,194.90924,34.79893,309.28705,145.74843,74.56953642384106,185.51883,29.244205,264.52502,149.47173,30.343283,32.5,9.2976595652173914545e-05,0.00027892977290969896752,9.2976595652173914545e-05,0.00027892977290969896752,0.0954154,0.005183165,-0.06302863,29.427368,0.3467929,-2.5376225,133.65874,20.814144,257.66754,90.567764,-0.6343744,0.3272643,1.1197212,-6.3303156,0.6343744,592.9042556285858
23,47104,190.74474,41.63374,344.9631,138.94237,70.07886904761905,200.07866,21.071684,229.36264,165.34332,30.191177,52.2,9.264214782608695575e-05,0.00027792642876254178627,9.264214782608695575e-05,0.00027792642876254178627,0.0830309,0.004163955,-0.055730462,27.1304,0.302637,-2.9173005,139.34912,18.991669,253.46494,90.69831,-0.6447098,0.29632035,0.9431467,-4.982966,0.6447098,612.3602344989777
24,49152,184.42953,34.31537,347.8656,141.15048,64.12793733681463,167.24406,17.705208,203.36049,140.278,21.585106,18.9,9.230770000000000806e-05,0.00027692308461538460502,9.230770000000000806e-05,0.00027692308461538460502,0.07227527,0.0032314246,-0.049499176,24.612324,0.2642395,-3.7538757,144.39368,17.528315,254.32794,88.23846,-0.65578985,0.2623615,0.90894437,-4.4137383,0.65579,634.5965929031372
25,51200,192.58328,44.457767,414.221,139.15118,59.69311551925321,186.24959,28.517048,249.00632,151.46448,22.362637,20.5,9.197325217391304927e-05,0.00027591974046822739044,9.197325217391304927e-05,0.00027591974046822739044,0.062954575,0.0024107548,-0.043551616,23.345596,0.23071845,-4.297873,148.79932,16.508413,256.55988,85.10509,-0.66461307,0.22654964,0.7525592,-5.4887867,0.664613,656.8645253181458
26,53248,189.67062,35.577995,312.36093,144.47322,55.93172268907563,194.94244,30.84969,247.97878,164.70363,22.0,22.7,9.1638804347826090475e-05,0.0002749163963210702092,9.1638804347826090475e-05,0.0002749163963210702092,0.054854773,0.0017409015,-0.038286246,22.45249,0.20135312,-5.5442705,152.69775,16.432913,264.0013,82.04397,-0.67041403,0.20019662,0.5530745,-5.3802605,0.670414,677.1941845417023
27,55296,185.24669,30.22939,265.9825,133.16377,52.95498084291188,191.27904,30.028578,241.80818,150.49643,22.152174,23.9,9.130435652173913168e-05,0.00027391305217391302795,9.130435652173913168e-05,0.00027391305217391302795,0.047985185,0.0012367936,-0.033573247,22.473286,0.176362,-6.389475,155.82861,16.786533,261.59897,81.802185,-0.67505693,0.17760289,0.35695052,-5.257493,0.67505693,700.0364196300507
28,57344,194.6292,40.7881,393.63177,140.88188,50.463908450704224,178.40167,21.668432,226.3498,146.90338,22.195652,17.8,9.096990869565217289e-05,0.00027290970802675581337,9.096990869565217289e-05,0.00027290970802675581337,0.04186087,0.000867151,-0.029228823,23.567404,0.15392447,-7.3149066,158.68492,17.597488,278.32727,80.698975,-0.67676616,0.16085464,0.32535028,-4.492215,0.6767661,723.759199142456
