Epoch,TotalEnvInteracts,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,Ep_lens_mean,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,AverageEpLen,AverageTestEpLen,Lr_a,Lr_c,Lr_alpha,Lr_labda,AverageAlpha,AverageLambda,AverageLossPi,AverageErrorL,AverageLossAlpha,AverageLossLambda,AverageLVals,StdLVals,MaxLVals,MinLVals,AverageLogPi,StdLogPi,MaxLogPi,MinLogPi,AverageEntropy,Time
23,47104,189.57124,34.866394,345.6803,124.04476,42.472497745716865,188.13687,38.44637,466.33105,135.59398,22.282608,20.522,9.264214782608695575e-05,0.00027792642876254178627,9.264214782608695575e-05,0.00027792642876254178627,0.083028555,0.0014372399,-0.058274597,36.200733,0.3053751,-9.203501,161.20065,21.35471,323.11874,74.467026,-0.67767835,0.15945181,0.074635506,-5.7281017,0.67767835,1873.806470155716
24,49152,186.25473,36.13345,288.31604,128.20659,40.47528830313015,190.60695,42.95891,573.659,136.34538,19.380953,20.776,9.230770000000000806e-05,0.00027692308461538460502,9.230770000000000806e-05,0.00027692308461538460502,0.07228888,0.0009799934,-0.050667718,36.84772,0.26600322,-10.971152,164.01236,21.951845,327.3054,76.05419,-0.6794246,0.14938408,0.024500847,-6.0189404,0.6794246,1926.2324125766754
25,51200,201.20537,56.503807,425.5771,134.88077,39.19754977029096,194.08644,42.997955,447.4726,128.252,22.336956,21.028,9.197325217391304927e-05,0.00027591974046822739044,9.197325217391304927e-05,0.00027591974046822739044,0.06297946,0.0006695241,-0.04395508,40.10036,0.23181301,-12.011455,166.48375,22.891123,328.49844,77.28168,-0.68047404,0.14036778,-0.055983543,-4.7978625,0.680474,1998.6277258396149
26,53248,190.91109,52.456615,406.6425,136.33871,37.78992193044713,197.67592,57.00645,717.93463,133.05159,19.941748,22.282,9.1638804347826090475e-05,0.0002749163963210702092,9.1638804347826090475e-05,0.0002749163963210702092,0.054885074,0.0004557045,-0.038212188,42.137573,0.20208156,-13.51236,168.5161,23.937014,321.90094,76.50417,-0.6815843,0.13495275,-0.123143435,-4.8372307,0.6815842,2052.6952109336853
27,55296,202.17778,59.141644,504.09912,129.3892,36.81091877496671,195.10876,50.889763,596.19354,131.53802,21.978495,21.466,9.130435652173913168e-05,0.00027391305217391302795,9.130435652173913168e-05,0.00027391305217391302795,0.048017684,0.0003132332,-0.033328332,45.85041,0.17683038,-14.477356,170.12445,25.036089,332.84473,77.64901,-0.68231726,0.13053434,-0.1261518,-5.68015,0.68231726,2117.6411588191986
28,57344,209.47139,60.32259,428.48843,135.45401,35.98870056497175,198.31215,56.02283,598.4754,129.67018,22.417582,21.134,9.096990869565217289e-05,0.00027290970802675581337,9.096990869565217289e-05,0.00027290970802675581337,0.041891944,0.00021375027,-0.029000796,47.99092,0.15427388,-16.382458,171.51718,25.908487,335.0703,77.42615,-0.6823561,0.12867616,-0.18121791,-5.0407615,0.68235606,2176.2463476657867
29,59392,192.23291,55.534737,522.1034,131.59843,34.968786808009426,195.72153,46.937542,468.24033,130.21994,19.495237,21.538,9.06354608695652252e-05,0.00027190636387959863212,9.06354608695652252e-05,0.00027190636387959863212,0.036558878,0.00014470985,-0.025239162,50.427734,0.13464457,-17.154896,172.2774,26.349651,342.54138,76.43208,-0.68265665,0.124625854,-0.12644958,-5.060362,0.6826569,2238.406792640686
30,61440,195.25674,62.131474,546.65216,137.76971,34.184752365052866,197.65942,54.55991,584.3019,134.47908,20.737373,22.874,9.0301013043478266405e-05,0.00027090301973244145087,9.0301013043478266405e-05,0.00027090301973244145087,0.031924315,9.875948e-05,-0.02199688,50.744007,0.11758348,-18.168877,173.39816,26.85778,351.06335,77.73005,-0.68290114,0.12365744,-0.25469398,-4.6187754,0.68290114,2301.0511968135834
31,63488,203.5829,61.391224,461.96835,137.58087,33.57006874669487,208.09348,64.38897,558.33405,131.11223,21.819149,22.122,8.996656521739130761e-05,0.0002698996755852842696,8.996656521739130761e-05,0.0002698996755852842696,0.027885573,6.7234665e-05,-0.019188857,51.456467,0.10271566,-19.584282,174.22427,27.147163,337.49908,75.99075,-0.68317795,0.123197325,-0.29883695,-6.688609,0.68317795,2361.099313735962
32,65536,196.89258,44.68213,342.4062,129.24782,33.109706774519715,200.24725,51.254276,558.7686,128.42929,23.103449,21.31,8.963211739130434882e-05,0.00026889633143812705505,8.963211739130434882e-05,0.00026889633143812705505,0.0243728,4.5470042e-05,-0.016749145,52.948895,0.08977699,-21.258362,175.0843,27.742805,342.37247,76.342735,-0.6831843,0.12215518,-0.328063,-5.7249913,0.6831842,2420.3167884349823
33,67584,210.21341,100.44657,931.78577,133.46216,32.63302752293578,199.49088,55.43473,560.20575,134.19363,22.494623,21.726,8.929766956521740113e-05,0.0002678929872909698738,8.929766956521740113e-05,0.0002678929872909698738,0.02130899,3.0879342e-05,-0.0146258,54.26932,0.07849273,-22.021582,175.76976,28.04558,341.26154,75.646385,-0.6832277,0.11919846,-0.34003258,-4.691451,0.68322754,2484.4132618904114
34,69632,200.70615,60.17114,428.13348,135.36528,32.17190388170055,199.82765,56.223293,516.9876,127.56965,21.903225,21.762,8.8963221739130442335e-05,0.00026688964314381269253,8.8963221739130442335e-05,0.00026688964314381269253,0.018641869,2.0917856e-05,-0.01278577,54.839146,0.0686699,-23.702955,176.43382,28.351122,345.09283,78.4474,-0.68334043,0.11998432,-0.3355378,-5.0918508,0.68334043,2548.1768927574158
35,71680,196.77118,54.66844,475.77676,130.79695,31.729849424269265,203.49118,57.23458,514.17194,132.11395,21.553192,22.186,8.862877391304348354e-05,0.00026588629899665551128,8.862877391304348354e-05,0.00026588629899665551128,0.016313303,1.4184159e-05,-0.01118608,54.36106,0.06009774,-25.385883,176.73906,28.479633,339.78107,76.77304,-0.6836605,0.11925292,-0.37207627,-6.312438,0.6836607,2614.537351369858
36,73728,209.14453,72.11146,540.4632,137.1268,31.436673773987206,205.11761,71.98843,880.42804,130.05246,23.827587,22.48,8.829432608695652475e-05,0.00026488295484949829673,8.829432608695652475e-05,0.00026488295484949829673,0.014284556,9.65337e-06,-0.009784417,56.857506,0.0526202,-25.531399,177.07971,28.88132,346.12772,76.097244,-0.6834311,0.118236564,-0.39278078,-6.5115614,0.68343097,2684.826038122177
37,75776,191.3425,44.544018,357.9089,136.14836,31.066420664206642,201.85365,61.249596,579.5586,130.82393,21.829786,22.028,8.7959878260869565954e-05,0.00026387961070234111546,8.7959878260869565954e-05,0.00026387961070234111546,0.012511791,6.586396e-06,-0.008567507,57.368633,0.04609082,-27.344982,177.73642,29.388313,341.13217,76.707375,-0.68349475,0.11897069,-0.42055166,-4.599658,0.6834946,2747.9964554309845
38,77824,196.22534,54.195553,468.22263,135.51924,30.81940594059406,204.02094,70.55331,691.2383,129.5066,23.813953,21.766,8.7625430434782618265e-05,0.0002628762665551839342,8.7625430434782618265e-05,0.0002628762665551839342,0.010965802,4.4665426e-06,-0.007506805,56.485905,0.04039623,-29.283947,177.8113,29.416842,346.8977,74.37851,-0.68353623,0.11912041,-0.4210801,-5.4144993,0.68353623,2818.7623958587646
39,79872,203.33788,63.558216,569.22845,136.02919,30.56563337160352,200.83672,60.837578,590.0547,127.90558,23.28409,21.942,8.729098260869565947e-05,0.00026187292240802671966,8.729098260869565947e-05,0.00026187292240802671966,0.009613771,3.0236872e-06,-0.006581249,56.040688,0.035417516,-30.960112,177.77322,29.327917,333.63226,69.810776,-0.68374527,0.1183751,-0.41592407,-4.6456747,0.68374527,2878.911398410797
40,81920,198.73726,49.267544,356.50064,132.0237,30.261913557443666,203.59247,56.426556,530.25793,127.25765,21.819149,22.996,8.695653478260870068e-05,0.00026086957826086953838,8.695653478260870068e-05,0.00026086957826086953838,0.008433635,2.046421e-06,-0.0057664313,55.710323,0.031064322,-32.25307,177.70049,29.369387,333.93494,73.00882,-0.68308294,0.116257176,-0.39380693,-5.3526325,0.683083,2951.8727238178253
41,83968,208.29729,73.98807,646.8194,136.80658,30.0096497498213,208.07266,63.37434,686.6924,131.3545,22.505495,22.758,8.6622086956521741884e-05,0.00025986623411371235714,8.6622086956521741884e-05,0.00025986623411371235714,0.0074006855,1.3843784e-06,-0.0050598993,55.4455,0.027260246,-33.812286,177.53395,29.501968,329.71036,72.70316,-0.68318945,0.11736121,-0.4324385,-4.636343,0.6831894,3009.8987004756927
42,86016,210.93335,81.27059,661.00714,130.76756,29.72796405115797,205.02296,58.191456,523.30634,133.66083,21.43158,22.612,8.628763913043478309e-05,0.0002588628899665551759,8.628763913043478309e-05,0.0002588628899665551759,0.0064981338,9.398793e-07,-0.004443916,57.01338,0.023937495,-35.00931,177.81094,29.780197,326.7473,69.01342,-0.6834616,0.11785757,-0.3991053,-5.5907993,0.68346167,3069.095776081085
43,88064,199.49828,56.21204,462.2206,136.73085,29.44782608695652,205.685,65.45452,598.38184,132.35924,21.092783,22.45,8.59531913043478354e-05,0.0002578595458193979613,8.59531913043478354e-05,0.0002578595458193979613,0.005707444,6.380427e-07,-0.0039023685,56.996445,0.021024428,-36.406372,177.81313,29.816229,327.5069,69.00807,-0.68340105,0.11746662,-0.4291743,-5.0482464,0.68340105,3129.157339334488
44,90112,201.47862,57.73813,461.33044,136.54927,29.253246753246753,205.75728,63.356205,543.7907,125.3258,22.788889,21.388,8.561874347826087661e-05,0.00025685620167224078006,8.561874347826087661e-05,0.00025685620167224078006,0.005016001,4.3184323e-07,-0.00343064,56.3394,0.0184787,-38.21291,177.71362,29.757334,325.662,72.885445,-0.68364483,0.11847357,-0.42101598,-5.0971828,0.6836448,3189.109658718109
45,92160,192.63766,51.644302,425.58813,129.0679,29.076995897759545,210.04436,63.715984,601.763,135.3163,22.977528,22.93,8.5284295652173917814e-05,0.00025585285752508359882,8.5284295652173917814e-05,0.00025585285752508359882,0.004409746,2.9327782e-07,-0.0030157138,55.521873,0.016245227,-38.92995,177.56294,29.64559,329.98566,71.54225,-0.68365425,0.11825056,-0.42141497,-6.1412363,0.6836542,3251.686223745346
46,94208,204.69556,56.944435,484.21347,132.04803,28.939477726574502,209.21884,65.91363,657.25433,126.63503,23.872093,22.7,8.494984782608695902e-05,0.00025484951337792638424,8.494984782608695902e-05,0.00025484951337792638424,0.0038791017,1.9961827e-07,-0.0026523375,55.979008,0.014290024,-40.723755,177.37059,29.824867,321.9176,72.45426,-0.683559,0.11755135,-0.4706962,-6.76937,0.683559,3314.4046556949615
47,96256,212.11156,75.3412,590.3786,140.79312,28.80933852140078,210.45291,75.92208,759.78314,128.36145,23.88372,23.698,8.461540000000000023e-05,0.000253846169230769203,8.461540000000000023e-05,0.000253846169230769203,0.0034134078,1.3580352e-07,-0.0023339896,56.90916,0.012574654,-41.621483,177.44281,29.806631,322.0222,73.82408,-0.6836204,0.117199786,-0.4589783,-5.025907,0.6836203,3378.868045568466
48,98304,205.05873,69.258224,666.59955,134.6962,28.665500145815106,201.48158,56.76319,577.8449,133.6865,23.204546,21.212,8.428095217391305254e-05,0.00025284282508361202174,8.428095217391305254e-05,0.00025284282508361202174,0.0030054285,9.2751165e-08,-0.0020547612,56.446526,0.011071505,-41.976463,177.57967,29.832462,320.3823,74.58854,-0.6835451,0.11870099,-0.4128151,-5.8625894,0.68354505,3447.082040309906
49,100352,193.07498,38.903828,304.62015,137.77762,28.52103467879477,206.01062,59.51191,623.9061,129.29027,22.955055,22.188,8.3946504347826093744e-05,0.0002518394809364548405,8.3946504347826093744e-05,0.0002518394809364548405,0.0026470728,6.322337e-08,-0.0018095458,56.723522,0.009751207,-44.56853,177.53911,29.903624,329.9895,66.1779,-0.68348664,0.11683336,-0.42742538,-5.6132393,0.6834866,3505.2658030986786
50,102400,211.47998,77.93515,524.94775,130.49123,28.45775430794886,205.4953,61.856407,611.3004,132.26074,25.675,22.226,8.361205652173913495e-05,0.00025083613678929762592,8.361205652173913495e-05,0.00025083613678929762592,0.0023328536,4.3024148e-08,-0.0015946601,57.403545,0.008593646,-44.94217,177.20859,30.07274,323.84448,68.6673,-0.6834705,0.11790938,-0.43926525,-6.6690483,0.6834705,3573.886456012726
51,104448,209.67381,65.17572,475.4932,133.4929,28.35043431053203,210.13948,67.94902,599.10254,131.56317,23.860466,22.582,8.327760869565217616e-05,0.00024983279264214044467,8.327760869565217616e-05,0.00024983279264214044467,0.0020565793,2.944972e-08,-0.0014064644,56.251453,0.007576597,-46.52131,177.07344,30.14364,326.70898,69.871284,-0.6837899,0.116919875,-0.44542682,-4.2722893,0.68378997,3635.127679824829
52,106496,203.05713,56.01485,477.84137,127.8314,28.236542031291435,204.86665,60.096363,483.27325,132.9059,23.413794,22.112,8.2943160869565217364e-05,0.00024882944849498326342,8.2943160869565217364e-05,0.00024882944849498326342,0.0018195686,2.031205e-08,-0.001243958,56.61783,0.0067030257,-47.8633,177.13272,30.17201,335.47574,70.85182,-0.6835801,0.11720693,-0.46984124,-4.6086645,0.6835801,3702.213294029236
53,108544,210.98714,63.0803,463.1884,128.44101,28.15667963683528,204.96436,71.97819,1237.836,135.30273,24.571428,22.506,8.2608713043478269674e-05,0.00024782610434782604885,8.2608713043478269674e-05,0.00024782610434782604885,0.0016058054,1.3918492e-08,-0.0010974623,55.886307,0.0059152073,-48.706196,177.0675,30.041765,326.8872,76.57088,-0.6833547,0.11641566,-0.44309258,-5.1980515,0.68335485,3766.8691022396088
54,110592,193.93259,43.418472,398.7743,127.82913,27.99493670886076,204.23901,62.862133,594.40265,133.54912,21.43158,21.95,8.227426521739131088e-05,0.0002468227602006688676,8.227426521739131088e-05,0.0002468227602006688676,0.0014176163,9.522671e-09,-0.0009692163,56.814068,0.005222361,-50.687626,177.0355,30.163036,327.99152,61.82251,-0.68362373,0.11726077,-0.44177234,-5.2830105,0.68362373,3832.6166503429413
55,112640,200.5883,60.38911,517.2171,135.61205,27.870576589952982,201.62857,63.469135,638.8389,125.68317,22.472527,21.71,8.193981739130435209e-05,0.00024581941605351168635,8.193981739130435209e-05,0.00024581941605351168635,0.0012522297,6.5293273e-09,-0.0008561902,55.800556,0.0046131457,-51.503784,176.71178,29.911896,331.40228,73.28371,-0.6836632,0.1158635,-0.4516034,-4.7972374,0.6836632,3901.6369528770447
56,114688,200.60094,56.032055,513.495,139.79576,27.797818181818183,207.98384,64.8322,573.4009,131.98988,24.297619,23.488,8.1605369565217393294e-05,0.00024481607190635450508,8.1605369565217393294e-05,0.00024481607190635450508,0.0011065057,4.4755164e-09,-0.0007565412,54.955986,0.0040762955,-52.609364,176.33647,29.833052,323.28522,78.70201,-0.68366647,0.118058324,-0.46918154,-6.428788,0.68366647,3965.6178777217865
57,116736,202.13152,49.43066,399.77194,130.6438,27.65600568585643,206.53098,65.572296,662.529,128.55136,21.5625,22.186,8.12709217391304345e-05,0.00024381272775919729053,8.12709217391304345e-05,0.00024381272775919729053,0.000978324,3.0797358e-09,-0.00066897884,53.680393,0.0036041623,-53.068897,176.20955,29.568665,319.7767,72.231865,-0.6837476,0.11816303,-0.46839845,-4.851739,0.68374753,4026.663688182831
58,118784,201.39348,58.18777,484.8638,136.24245,27.500694766095414,205.09525,60.632805,594.988,128.9503,20.742268,22.19,8.093647391304348681e-05,0.00024280938361204010927,8.093647391304348681e-05,0.00024280938361204010927,0.00086527894,2.1232516e-09,-0.000591485,54.00929,0.0031875097,-53.825966,176.3618,29.6991,318.35928,70.77095,-0.68351316,0.1168278,-0.47394252,-4.5474133,0.68351305,4081.106639623642
59,120832,205.80215,62.147823,446.45154,137.17639,27.336651583710406,210.93703,67.21227,720.12134,134.78603,20.392157,22.568,8.060202608695652802e-05,0.00024180603946488292802,8.060202608695652802e-05,0.00024180603946488292802,0.00076575566,1.4644117e-09,-0.0005237095,54.98767,0.0028211435,-55.868294,176.67213,29.931421,318.59262,66.751144,-0.6838565,0.11910694,-0.458354,-5.433779,0.68385655,4140.276811361313
60,122880,196.84654,42.284492,379.39752,131.05551,27.238971403236533,209.25984,61.92834,518.0664,129.34315,22.494505,23.11,8.0267578260869569224e-05,0.00024080269531772574676,8.0267578260869569224e-05,0.00024080269531772574676,0.00067790685,1.0079105e-09,-0.00046335184,55.149483,0.0024972204,-57.20165,176.55289,30.102156,319.04614,74.69575,-0.6834565,0.117147334,-0.45566535,-4.4338684,0.6834564,4196.705018043518
61,124928,199.68398,47.713856,361.3217,132.17506,27.1451542807475,201.682,58.67238,550.8153,132.60928,22.494505,22.156,7.993313043478261043e-05,0.0002397993511705685322,7.993313043478261043e-05,0.0002397993511705685322,0.0006004941,6.944045e-10,-0.00041035563,54.51393,0.0022119689,-59.426098,176.43594,29.987398,328.42316,74.03955,-0.6832949,0.11694357,-0.47816563,-7.9137526,0.68329495,4257.80197763443
62,126976,200.51065,55.79472,493.1884,135.45448,27.070788912579957,207.08809,68.916756,813.11615,130.37979,23.181818,23.152,7.9598682608695651637e-05,0.00023879600702341135095,7.9598682608695651637e-05,0.00023879600702341135095,0.0005321032,4.793077e-10,-0.00036361252,55.241974,0.0019600382,-59.314648,176.26363,30.096983,325.06485,72.43075,-0.68330574,0.11644743,-0.46984363,-4.9266834,0.6833057,4318.047418355942
63,129024,208.38432,76.95608,507.5596,139.28337,27.025345622119815,204.69583,57.268517,538.0644,132.93631,24.488094,22.992,7.926423478260870395e-05,0.00023779266287625416968,7.926423478260870395e-05,0.00023779266287625416968,0.00047177807,3.3286576e-10,-0.00032241642,54.40807,0.0017378535,-60.357597,176.27899,30.038221,323.09546,72.30934,-0.6833502,0.11623801,-0.46111238,-4.9834404,0.6833502,4379.403165102005
64,131072,201.1261,51.282078,374.49576,139.65805,26.975092630712226,201.36774,57.595566,576.288,132.21239,24.119047,22.192,7.8929786956521745154e-05,0.00023678931872909695512,7.8929786956521745154e-05,0.00023678931872909695512,0.00041843415,2.30657e-10,-0.00028611106,55.114292,0.0015415044,-61.445885,176.21805,30.026144,324.29718,76.676285,-0.683718,0.11720033,-0.49797487,-4.432638,0.6837179,4440.01264500618
