Epoch,TotalEnvInteracts,AverageEpRet,StdEpRet,MaxEpRet,MinEpRet,Ep_lens_mean,AverageTestEpRet,StdTestEpRet,MaxTestEpRet,MinTestEpRet,AverageEpLen,AverageTestEpLen,Lr_a,Lr_c,Lr_alpha,Lr_labda,AverageAlpha,AverageLambda,AverageLossPi,AverageErrorL,AverageLossAlpha,AverageLossLambda,AverageLVals,StdLVals,MaxLVals,MinLVals,AverageLogPi,StdLogPi,MaxLogPi,MinLogPi,AverageEntropy,Time
1,2048,223.89206,65.78489,454.2554,147.36275,26.84,308.8619,57.041775,422.70673,246.65854,26.84,42.7,0.00010000000000000000479,0.00029999999999999997372,0.00010000000000000000479,0.00029999999999999997372,1.9170691,0.987937,-0.64891934,118.96039,2.9476235,-0.0221151,14.954282,12.940048,168.65495,0.06932876,-0.5358501,0.46679246,2.4351363,-8.478334,0.5358501,15.117403984069824
2,4096,478.9729,251.11543,1008.9756,163.84703,40.536842105263155,231.25394,110.01583,528.70374,121.858765,91.9,250.0,9.9665552173913046e-05,0.00029899665585284279247,9.9665552173913046e-05,0.00029899665585284279247,1.7356879,0.9338249,-0.8180891,28.03989,1.7176955,-0.07125869,33.654198,23.80027,182.11877,3.816687,0.012206557,1.0142524,4.903259,-14.70414,-0.012206559,34.46661591529846
3,6144,326.0779,190.58841,767.87115,141.94511,55.99074074074074,208.20584,109.83327,444.5253,90.72264,168.92308,241.3,9.9331104347826087205e-05,0.0002979933117056855779,9.9331104347826087205e-05,0.0002979933117056855779,1.5130349,0.6749778,-0.58704484,24.515038,1.5789993,-0.30434647,42.27204,28.23883,230.99918,11.3157215,-0.04396009,0.9510878,3.702306,-9.254496,0.043960094,56.49552297592163
4,8192,285.33408,142.45567,597.98505,130.7183,68.76068376068376,223.65018,204.5348,714.26013,56.934666,222.0,241.7,9.8996656521739139516e-05,0.00029698996755852839665,9.8996656521739139516e-05,0.00029698996755852839665,1.3031927,0.46995294,-0.61023945,29.621845,1.4098452,-0.847646,45.166206,31.656511,236.85794,10.869406,-0.08251305,0.9216333,3.861434,-10.824218,0.08251305,76.30467820167542
5,10240,243.44075,64.18466,319.37308,113.694435,80.25196850393701,198.06514,128.53302,497.21564,71.368286,214.7,243.9,9.866220869565218072e-05,0.0002959866234113712154,9.866220869565218072e-05,0.0002959866234113712154,1.1194997,0.30103192,-0.57844317,28.889767,1.3139272,-1.538925,42.836872,32.41651,237.25873,9.893627,-0.17502423,0.8636161,3.5519133,-8.756957,0.17502423,97.72637128829956
6,12288,324.24094,114.26003,515.8613,172.74165,90.21323529411765,126.70719,57.34565,248.53049,62.958378,230.77777,250.0,9.832776086956522193e-05,0.00029498327926421403415,9.832776086956522193e-05,0.00029498327926421403415,0.9594704,0.19781578,-0.49912766,27.981855,1.2296773,-1.8616165,40.73459,32.25276,237.2448,8.594462,-0.28276068,0.7836445,3.0989213,-8.73332,0.2827607,119.29629278182983
7,14336,462.642,222.75189,878.6042,243.17331,97.17687074829932,225.64568,101.11814,464.58832,112.11017,183.27272,245.3,9.7993313043478263135e-05,0.00029397993511705681958,9.7993313043478263135e-05,0.00029397993511705681958,0.82373405,0.13644972,-0.414403,30.68003,1.1131108,-1.8076471,40.60914,33.26565,261.06448,7.2547836,-0.35206196,0.72247446,2.7848787,-7.1017394,0.35206196,139.4806740283966
8,16384,377.42853,95.47682,554.0449,197.218,102.77215189873418,205.9605,100.72711,479.72983,109.063126,177.54546,225.8,9.765886521739130434e-05,0.00029297659096989963833,9.765886521739130434e-05,0.00029297659096989963833,0.70866036,0.09727846,-0.36467308,35.091133,0.99870956,-1.790946,42.811123,34.860077,240.87003,7.647934,-0.4094554,0.669357,2.6388645,-7.0011334,0.40945533,160.32057309150696
9,18432,480.95596,154.13776,728.1515,191.37886,107.70414201183432,300.72195,159.46848,663.83545,130.81104,178.54546,244.4,9.732441739130435665e-05,0.00029197324682274245705,9.732441739130435665e-05,0.00029197324682274245705,0.61097795,0.07240764,-0.31360248,37.945076,0.8853462,-1.4210206,45.987736,35.704773,263.66373,9.010803,-0.44927275,0.62688845,2.0573766,-6.878605,0.4492728,184.96722221374512
10,20480,463.76443,258.67957,969.1876,177.54572,110.59016393442623,203.36653,113.33448,475.49893,69.49207,145.42857,248.2,9.698996956521739786e-05,0.0002909699026755852425,9.698996956521739786e-05,0.0002909699026755852425,0.52745324,0.055750273,-0.27647564,41.134853,0.77649856,-1.404237,50.094982,36.231384,269.12628,12.57656,-0.47232816,0.6037278,2.1650229,-7.859439,0.4723281,206.37666606903076
11,22528,486.86438,192.49583,1037.6631,247.169,114.92857142857143,244.99008,80.51541,359.00388,119.87238,176.0,225.7,9.6655521739130439065e-05,0.00028996655852842806125,9.6655521739130439065e-05,0.00028996655852842806125,0.45602643,0.044846278,-0.24002475,44.828335,0.6781038,-1.2471473,55.105507,36.289925,272.4172,14.289245,-0.48708168,0.5819631,1.994884,-7.9424024,0.48708168,228.1254961490631
12,24576,442.07162,250.00946,938.22864,137.13683,116.76555023923444,274.2439,133.43948,567.5356,163.7544,144.46153,250.0,9.632107391304348027e-05,0.00028896321438127087998,9.632107391304348027e-05,0.00028896321438127087998,0.3945009,0.0371856,-0.20980026,45.67628,0.5926519,-1.0352015,61.623306,36.84509,301.8512,20.090183,-0.502189,0.56490225,1.7843114,-7.195002,0.50218886,248.2463994026184
13,26624,392.59262,176.89282,767.2099,156.364,115.31739130434782,475.5087,137.98102,764.8293,245.28487,100.90476,228.1,9.598662608695652148e-05,0.00028795987023411369873,9.598662608695652148e-05,0.00028795987023411369873,0.3416363,0.030976718,-0.18528305,47.256428,0.5153254,-1.3007938,67.399734,37.158546,292.23395,22.71392,-0.50839895,0.5604097,1.6248131,-6.7701607,0.5083989,269.81749296188354
14,28672,456.8355,223.37471,965.0744,182.92021,115.7246963562753,271.79553,87.69931,437.10327,167.45502,121.23529,202.1,9.565217826086957379e-05,0.00028695652608695648418,9.565217826086957379e-05,0.00028695652608695648418,0.29598773,0.025657328,-0.16214454,49.127354,0.44866836,-1.34995,73.959816,36.800102,289.72226,29.801188,-0.51583785,0.5446349,1.6758981,-6.068115,0.5158379,291.36054396629333
15,30720,401.52808,179.86966,801.82983,159.74336,116.33333333333333,326.06512,91.074554,474.13782,177.90323,125.17647,198.3,9.5317730434782614995e-05,0.0002859531819397993029,9.5317730434782614995e-05,0.0002859531819397993029,0.2565623,0.021602644,-0.14268534,47.140224,0.39201277,-1.2910038,80.90348,35.777725,328.12082,34.928043,-0.52791303,0.5252608,2.2663817,-6.9004364,0.52791303,312.1684980392456
16,32768,328.07556,161.21436,660.29913,147.95627,113.67708333333333,384.90656,106.44915,517.5204,218.44176,84.458336,219.8,9.49832826086956562e-05,0.00028494983779264212166,9.49832826086956562e-05,0.00028494983779264212166,0.22245806,0.018325102,-0.12546456,45.297695,0.34197533,-1.2989208,87.57251,34.807205,312.0987,40.294525,-0.537311,0.508075,2.9788818,-8.158112,0.537311,332.20800280570984
17,34816,304.99356,144.43501,659.5353,145.29596,110.12974683544304,305.4788,111.12394,514.8844,191.66495,73.64286,199.6,9.464883478260869741e-05,0.0002839464936454849404,9.464883478260869741e-05,0.0002839464936454849404,0.1930196,0.015425194,-0.11064549,45.865868,0.298118,-1.4833525,94.39675,34.11747,296.0108,44.937187,-0.5446171,0.5000225,3.490769,-6.350501,0.54461724,354.7429382801056
18,36864,300.31943,199.80592,1072.7152,135.02946,106.69275362318841,306.3553,87.16882,450.0732,170.18295,69.24138,197.8,9.4314386956521738615e-05,0.00028294314949832772584,9.4314386956521738615e-05,0.00028294314949832772584,0.16751471,0.013123896,-0.09755928,45.622902,0.26013947,-1.6367513,101.35767,33.78327,302.99054,52.764286,-0.5528625,0.48778284,2.413424,-6.75401,0.5528625,377.26041436195374
19,38912,233.97308,76.359505,433.1281,148.61748,101.79319371727749,279.93384,125.496544,455.8595,151.8069,56.10811,117.9,9.3979939130434790925e-05,0.0002819398053511705446,9.3979939130434790925e-05,0.0002819398053511705446,0.14548038,0.010944854,-0.087181255,47.480804,0.22758836,-2.1178854,108.198555,33.15993,310.3686,48.69864,-0.5643713,0.46903703,3.086782,-5.8072214,0.5643713,399.08246517181396
20,40960,252.06337,81.99549,481.3429,148.60294,98.19664268585132,301.87,140.07683,582.80817,155.99232,58.942856,152.1,9.364549130434783213e-05,0.00028093646120401336334,9.364549130434783213e-05,0.00028093646120401336334,0.1263558,0.008795346,-0.078070655,47.046562,0.19930634,-2.7837195,113.83263,31.745634,320.4976,46.797012,-0.5773424,0.44959942,4.4765096,-7.3517885,0.5773425,423.41407775878906
21,43008,208.10051,50.422695,365.94174,132.0863,91.10593220338983,199.35172,38.246487,269.61734,151.46976,37.345455,67.8,9.331104347826087334e-05,0.00027993311705685614876,9.331104347826087334e-05,0.00027993311705685614876,0.10979155,0.0068765073,-0.06951814,46.41412,0.17541581,-2.8066216,119.47691,29.630013,335.9215,46.598892,-0.59791654,0.41431153,4.5006714,-5.702736,0.59791654,443.78330421447754
22,45056,198.0133,44.95419,361.02,139.32199,83.87523277467412,221.568,46.855606,331.62805,162.11281,31.36923,61.7,9.2976595652173914545e-05,0.00027892977290969896752,9.2976595652173914545e-05,0.00027892977290969896752,0.09539569,0.0055147386,-0.061936803,41.59513,0.15440103,-2.762761,125.37902,27.43535,362.36078,60.22451,-0.6186058,0.3703325,2.771894,-7.0561123,0.6186059,462.7249116897583
23,47104,188.84467,35.05851,286.31815,137.65714,78.36106489184692,187.88779,36.552807,275.73126,145.42934,32.09375,42.4,9.264214782608695575e-05,0.00027792642876254178627,9.264214782608695575e-05,0.00027792642876254178627,0.08295021,0.0044599464,-0.054694273,36.638252,0.13565741,-2.4029074,131.12648,25.216864,351.79556,83.05343,-0.63538957,0.32297897,1.5445521,-5.996192,0.6353895,483.92953968048096
24,49152,184.24026,30.403254,283.85117,145.04848,72.69674556213018,184.43814,22.644178,227.51189,148.082,27.306667,22.2,9.230770000000000806e-05,0.00027692308461538460502,9.230770000000000806e-05,0.00027692308461538460502,0.07217032,0.003718012,-0.048058353,32.257755,0.118803985,-2.1547596,136.9869,23.462814,365.50677,87.11453,-0.646127,0.2942686,1.0097494,-5.6734104,0.64612687,502.9125952720642
25,51200,181.64001,29.693682,336.25604,134.92094,66.57607282184655,190.3835,37.537132,271.3321,133.25371,22.086021,27.5,9.197325217391304927e-05,0.00027591974046822739044,9.197325217391304927e-05,0.00027591974046822739044,0.06284526,0.0030614643,-0.0425028,29.967075,0.1038794,-2.8006926,142.63339,22.22147,381.24442,81.469574,-0.65287274,0.27071315,1.1039519,-5.4527655,0.6528726,526.0592133998871
26,53248,176.43764,25.859585,284.52594,130.76042,61.59722222222222,174.26299,14.563943,198.57147,154.31561,21.294737,16.8,9.1638804347826090475e-05,0.0002749163963210702092,9.1638804347826090475e-05,0.0002749163963210702092,0.054748412,0.0023875735,-0.037608482,27.546074,0.090863496,-3.8162305,147.79901,21.024181,381.93726,76.65876,-0.65956527,0.24884066,0.8194673,-5.1786356,0.65956527,547.2766361236572
